Time[s]	Pressure[mbar]	Position_smooth_splines [deg]	Velocity[deg\s]	Aceleration[deg\s2]	Position_original [deg]
0.01315	-0.066619	0.0018170883	0.28480815	23.585008	0.011942
0.0132	-0.093266	0.0018313582	0.28598777	23.599659	0.011942
0.01325	-0.026648	0.0018456871	0.28716811	23.61431	0.011942
0.0133	0.039971	0.001860075	0.2883492	23.628961	0.011942
0.01335	-0.039971	0.0018745221	0.28953101	23.643612	0.011942
0.0134	-0.119914	0.0018890282	0.29071356	23.658263	0.011942
0.01345	-0.053295	0.0019035934	0.29189684	23.672914	0.011942
0.0135	0.026648	0.0019182179	0.29308085	23.687565	0.011942
0.01355	-0.026648	0.0019329015	0.29426559	23.702216	0.011942
0.0136	-0.026648	0.0019476444	0.29545107	23.716867	0.011942
0.01365	-0.133238	0.0019624466	0.29663728	23.731517	0.011942
0.0137	-0.039971	0.0019773082	0.29782422	23.746168	0.011942
0.01375	0	0.0019922291	0.2990119	23.760819	0.011942
0.0138	-0.013324	0.0020072094	0.3002003	23.77547	0.011942
0.01385	0	0.0020222491	0.30138944	23.790121	0.011942
0.0139	-0.066619	0.0020373483	0.30257932	23.804772	0.011942
0.01395	0.013324	0.0020525071	0.30376992	23.819423	0.011942
0.014	0.013324	0.0020677253	0.30496126	23.834074	0.011942
0.01405	0	0.0020830032	0.30615333	23.848725	0.011942
0.0141	-0.10659	0.0020983407	0.30734613	23.863376	0.011942
0.01415	-0.039971	0.0021137378	0.30853967	23.878027	0.011942
0.0142	0.039971	0.0021291947	0.30973393	23.892677	0.013136
0.01425	-0.026648	0.0021447112	0.31092893	23.907328	0.013136
0.0143	0.013324	0.0021602876	0.31212467	23.921979	0.013136
0.01435	-0.079943	0.0021759237	0.31332113	23.93663	0.013136
0.0144	0	0.0021916197	0.31451833	23.951281	0.013136
0.01445	0.026648	0.0022073756	0.31571626	23.965932	0.013136
0.0145	-0.026648	0.0022231913	0.31691492	23.980583	0.013136
0.01455	-0.10659	0.0022390671	0.31811432	23.995234	0.013136
0.0146	-0.013324	0.0022550028	0.31931445	24.009885	0.013136
0.01465	0.079943	0.0022709985	0.32051531	24.024536	0.013136
0.0147	0	0.0022870543	0.3217169	24.039186	0.013136
0.01475	-0.026648	0.0023031702	0.32291923	24.053837	0.013136
0.0148	-0.066619	0.0023193462	0.32412228	24.068488	0.013136
0.01485	-0.053295	0.0023355825	0.32532607	24.083139	0.013136
0.0149	0.053295	0.0023518789	0.3265306	24.09779	0.013136
0.01495	0.119914	0.0023682355	0.32773585	24.112441	0.013136
0.015	-0.053295	0.0023846525	0.32894184	24.127092	0.013136
0.01505	0	0.0024011297	0.33014856	24.141743	0.013136
0.0151	0.039971	0.0024176673	0.33135602	24.156394	0.013136
0.01515	-0.013324	0.0024342653	0.3325642	24.171045	0.013136
0.0152	0.013324	0.0024509238	0.33377312	24.185696	0.013136
0.01525	-0.119914	0.0024676427	0.33498277	24.200346	0.013136
0.0153	0.013324	0.0024844221	0.33619315	24.214997	0.01433
0.01535	0.039971	0.002501262	0.33740427	24.229648	0.01433
0.0154	0	0.0025181625	0.33861612	24.244299	0.01433
0.01545	0.039971	0.0025351236	0.3398287	24.25895	0.01433
0.0155	-0.039971	0.0025521454	0.34104201	24.273601	0.01433
0.01555	0.026648	0.0025692278	0.34225606	24.288252	0.01433
0.0156	0.026648	0.002586371	0.34347084	24.302903	0.01433
0.01565	0.026648	0.0026035749	0.34468635	24.317554	0.01433
0.0157	-0.079943	0.0026208396	0.3459026	24.332205	0.01433
0.01575	-0.013324	0.0026381652	0.34711957	24.346856	0.01433
0.0158	0.133238	0.0026555516	0.34833728	24.361506	0.01433
0.01585	0.013324	0.0026729989	0.34955572	24.376157	0.01433
0.0159	0.039971	0.0026905072	0.3507749	24.390808	0.01433
0.01595	0.10659	0.0027080764	0.3519948	24.405459	0.01433
0.016	0.026648	0.0027257067	0.35321544	24.42011	0.01433
0.01605	0.10659	0.002743398	0.35443681	24.434761	0.01433
0.0161	-0.013324	0.0027611504	0.35565892	24.449412	0.01433
0.01615	-0.039971	0.0027789639	0.35688176	24.464063	0.01433
0.0162	0.053295	0.0027968386	0.35810532	24.478714	0.01433
0.01625	0.133238	0.0028147744	0.35932963	24.493365	0.01433
0.0163	0.079943	0.0028327715	0.36055466	24.508015	0.015524
0.01635	-0.013324	0.0028508299	0.36178043	24.522666	0.015524
0.0164	-0.053295	0.0028689496	0.36300693	24.537317	0.015524
0.01645	0.039971	0.0028871306	0.36423416	24.551968	0.015524
0.0165	0.053295	0.002905373	0.36546212	24.566619	0.015524
0.01655	0.013324	0.0029236768	0.36669082	24.58127	0.015524
0.0166	0.013324	0.0029420421	0.36792025	24.595921	0.015524
0.01665	-0.039971	0.0029604689	0.36915041	24.610572	0.015524
0.0167	0	0.0029789572	0.37038131	24.625223	0.015524
0.01675	0.026648	0.002997507	0.37161294	24.639874	0.015524
0.0168	0.066619	0.0030161185	0.3728453	24.654525	0.015524
0.01685	-0.039971	0.0030347916	0.37407839	24.669175	0.015524
0.0169	0	0.0030535263	0.37531221	24.683826	0.015524
0.01695	0.079943	0.0030723228	0.37654677	24.698477	0.015524
0.017	0.026648	0.003091181	0.37778206	24.713128	0.015524
0.01705	0.066619	0.003110101	0.37901808	24.727779	0.015524
0.0171	-0.053295	0.0031290828	0.38025484	24.74243	0.015524
0.01715	0	0.0031481265	0.38149233	24.757081	0.016718
0.0172	0.039971	0.0031672321	0.38273055	24.771732	0.016718
0.01725	0.026648	0.0031863996	0.3839695	24.786383	0.016718
0.0173	-0.026648	0.0032056291	0.38520919	24.801034	0.016718
0.01735	0.013324	0.0032249205	0.3864496	24.815684	0.016718
0.0174	0.10659	0.003244274	0.38769075	24.830335	0.016718
0.01745	0.066619	0.0032636896	0.38893264	24.844986	0.016718
0.0175	0.013324	0.0032831673	0.39017525	24.859637	0.016718
0.01755	-0.066619	0.0033027071	0.3914186	24.874288	0.016718
